pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
385.972170,319.525374,200.659750,352.252949,248.768371,350.778690,447.468664,300.269375,419.177661,433.447040,330.591239,406.936844,270.747203,306.457822
382.190321,320.111777,201.775510,356.361852,249.191587,353.456893,448.383100,305.373809,418.654649,435.798847,329.644910,412.806244,269.971709,308.562126
379.164842,325.536002,203.170209,359.173207,247.482633,355.444285,450.029085,307.217077,417.922432,437.339686,329.171746,415.007270,269.971709,308.862741
377.757880,328.632037,203.170209,360.470756,246.438272,356.033142,450.760633,311.612562,418.131637,439.772589,329.171746,419.409320,269.196214,311.568274
376.308593,333.608032,203.449149,361.984562,243.969783,360.228747,450.760633,314.448359,418.200743,443.199229,329.171746,420.142995,268.808467,313.071349
372.478333,338.102479,199.822931,371.283659,240.741758,364.203530,450.943521,318.418474,418.200743,443.327382,328.698581,421.977183,268.032973,315.776882
374.695488,344.399217,198.986111,373.446240,237.988443,366.779779,454.052603,320.545322,419.192529,446.082670,328.225417,424.911884,267.257479,317.881186
376.763563,353.217638,198.428232,375.608821,237.513733,368.178313,456.247250,326.500495,419.109880,447.620506,328.225417,426.379234,266.481984,319.384260
376.246544,360.432709,200.317340,379.110060,235.235128,371.490633,458.259009,332.030298,418.940000,450.420000,327.752253,426.379234,265.318743,321.789179
372.627412,367.246943,197.298900,383.970378,232.386871,375.170988,460.689371,337.211629,419.030000,452.990000,327.752253,427.112909,265.318743,322.991639
371.923186,374.824233,194.744836,387.660620,231.247568,379.072164,461.374425,341.460527,418.930000,455.840000,327.752253,430.047609,265.318743,324.494713
371.452196,377.176560,193.921304,392.345279,229.980000,382.270000,462.744532,344.381644,419.000000,458.980000,327.880000,432.040000,262.604512,329.905780
371.829592,381.711701,192.810316,394.929278,228.900000,385.320000,464.628429,346.638870,418.940000,461.760000,327.990000,434.050000,262.216765,330.807625
369.376518,384.198714,191.540615,399.358992,227.970000,388.220000,465.998536,350.887768,419.641317,465.729990,327.940000,435.970000,261.053524,333.513158
370.312495,387.702550,190.905765,401.942991,226.930000,391.210000,467.368643,355.667777,419.910000,468.910000,327.990000,438.090000,258.339294,344.335293
372.772558,392.210600,189.318639,404.773086,225.960000,394.350000,469.423803,360.315009,419.970000,471.830000,327.910000,440.110000,258.339294,344.335293
376.798115,395.158170,188.683789,406.741847,225.010000,397.240000,471.307700,364.563907,419.860000,474.980000,327.870000,441.970000,257.563799,344.936522
369.796678,394.878021,187.414088,410.802418,223.900000,400.520000,470.922730,368.933709,419.980000,477.970000,327.970000,444.040000,257.176052,345.537752
370.973382,399.287382,185.985675,414.247750,222.940000,404.510000,472.205756,374.155948,419.870000,481.030000,328.030000,446.120000,256.788305,347.341441
373.915141,402.328320,185.350825,417.570035,222.040000,408.170000,473.488783,379.875543,419.950000,483.760000,328.060000,447.930000,256.400558,347.942671
377.837487,406.737681,185.192112,423.230225,221.010000,411.560000,474.766496,385.240872,419.860000,487.080000,328.010000,450.100000,254.849569,350.347590
377.249135,405.673353,184.398550,427.044700,220.300000,412.100000,474.893215,384.946142,419.920000,487.670000,328.000000,450.090000,254.849569,350.347590
377.837487,410.082714,183.922412,426.552510,219.710000,415.340000,476.287120,387.500465,420.050000,490.620000,327.970000,451.760000,254.074075,352.752509
379.210308,413.427746,183.604987,427.906033,219.030000,418.400000,477.174151,391.135462,416.506783,494.351866,328.110000,454.160000,253.686327,358.764805
380.078437,415.452917,182.652711,430.120890,218.060000,421.330000,478.694775,393.002083,414.417094,496.512007,328.170000,455.930000,253.686327,358.764805
380.650581,418.197422,182.493999,432.581842,217.020000,424.500000,479.835243,398.503701,413.720530,500.022237,327.840000,457.850000,252.523086,362.071569
381.002518,424.473010,181.700436,438.488126,216.000000,428.330000,483.003210,405.184237,413.720530,502.452397,328.120000,460.110000,252.135339,362.973413
381.530423,425.427991,181.065585,440.949078,215.000000,431.540000,485.840509,411.939937,413.372249,507.852750,326.659521,460.285023,251.747591,363.574643
382.410265,430.066468,180.272023,443.410030,214.100000,435.330000,485.346631,416.075227,413.372249,510.552927,325.911805,462.024105,250.584350,365.979562
381.178486,430.339320,180.430735,449.562409,213.000000,438.400000,486.828267,422.125003,410.585997,515.953281,326.285663,463.763187,248.645614,368.083866
381.354455,433.340688,178.367472,455.714789,212.858194,445.316961,485.539257,427.650070,406.114532,519.883014,326.285663,465.212421,247.482373,370.488785
383.114139,436.342056,178.367472,456.330027,214.965634,449.401632,485.331136,432.409971,407.488907,522.250866,325.164088,469.560126,246.319131,371.991859
383.993981,439.479849,177.891334,459.775360,215.290000,452.450000,486.475797,434.830259,407.488907,524.381933,325.164088,469.560126,245.931384,372.893703
385.340003,442.667807,176.780346,464.082025,211.055380,457.525470,489.077299,437.895958,406.419948,526.986570,325.020000,472.060000,245.931384,373.494933
388.878045,447.185679,176.145496,466.173834,209.418108,460.336181,491.054440,443.301270,405.198281,529.472815,325.030000,473.820000,243.992648,376.501082
391.583607,451.380846,175.669358,467.896501,206.728305,463.962905,491.856076,450.066156,404.282031,533.024593,325.010000,475.840000,242.829406,378.304771
392.416088,454.446545,173.520299,475.639112,204.389346,468.677646,492.513838,456.355587,403.365781,535.155660,325.010000,477.980000,240.115176,382.513378
395.121650,459.287123,170.701925,480.616160,204.155450,473.573723,494.121702,460.605202,403.060365,537.168334,325.060000,479.940000,239.727429,385.820142
397.202851,463.482290,170.388772,482.437031,205.355988,476.823844,493.902448,466.951294,401.533281,542.022431,324.990000,482.040000,239.339682,389.126905
397.410971,464.773110,168.823009,487.414079,205.031865,480.216232,490.675270,474.643043,400.769739,543.087964,325.090000,483.940000,238.951935,392.433668
397.810000,467.430000,168.040127,489.234951,205.193927,482.352180,489.058383,482.701573,399.970000,546.010000,325.100000,485.980000,238.564187,393.034898
398.140000,469.520000,166.004634,496.882610,204.788773,485.053526,486.055594,489.506553,398.940000,549.120000,324.650000,488.060000,237.013199,397.544121
398.000000,472.220000,168.666432,499.310438,204.302588,489.011312,484.701503,495.979758,397.960000,552.100000,324.890000,489.610000,235.849957,404.157648
398.040000,474.740000,169.292738,504.894444,204.464650,493.094743,486.648230,500.842961,396.910000,555.220000,325.080000,492.020000,235.462210,408.366255
397.960000,477.220000,169.292738,506.958098,203.608061,496.714275,487.297140,506.041558,395.960000,558.010000,325.110000,493.840000,235.074463,409.869330
398.050000,479.930000,169.919043,508.657578,203.151887,500.120624,487.297140,512.414032,394.880000,561.270000,325.000000,496.010000,235.074463,410.470559
398.050000,482.740000,169.136161,513.391843,201.298640,504.605525,485.999321,516.606449,393.950000,563.930000,325.040000,497.670000,233.523474,413.176093
398.080000,485.880000,169.449314,515.819671,200.686223,508.305038,484.268897,522.140439,392.930000,567.120000,325.210000,500.130000,233.523474,413.476708
398.110000,488.760000,169.605890,518.854457,199.976446,511.148153,482.173433,527.196297,388.955194,572.142680,324.970000,501.930000,231.960919,419.948595
398.030000,491.870000,169.762467,520.432545,198.675187,515.658692,481.717684,533.026345,386.421366,575.697381,324.990000,504.090000,231.960919,419.948595
398.090000,494.870000,166.115385,527.770572,197.965409,518.960374,478.983186,535.853035,384.128856,578.316635,325.160000,505.970000,230.735447,424.382354
398.230000,497.960000,162.717069,537.351174,197.690000,522.360000,478.755311,539.563065,382.560296,582.432605,324.970000,508.230000,231.143938,427.549326
398.010000,500.880000,162.099193,539.267295,197.880000,520.800000,475.337188,544.333104,381.353711,583.368053,325.000000,509.910000,231.143938,428.816114
398.110000,503.920000,161.481318,541.422931,197.260000,524.290000,472.374816,550.516487,379.664493,587.484023,325.080000,512.070000,229.509974,432.616480
398.010000,506.850000,161.481318,545.255172,196.860000,527.730000,470.323942,556.876539,378.070000,590.190000,324.990000,514.080000,229.101483,434.516662
398.140000,509.970000,157.563537,548.527444,196.260000,531.380000,470.779692,561.469910,375.891090,594.514336,325.140000,515.890000,227.467520,438.950422
398.050000,512.750000,158.045164,554.128422,195.920000,534.820000,468.728818,565.886612,373.746051,598.505579,324.990000,518.120000,226.650538,443.384182
398.040000,516.010000,159.008418,557.115611,196.040000,538.240000,466.905819,569.419974,370.599994,600.390333,325.100000,520.110000,226.242047,445.284365
398.040000,518.630000,159.008418,562.716590,195.930000,541.810000,467.179236,576.783133,368.168950,604.159841,325.050000,522.120000,225.833556,448.134639
397.910000,521.350000,160.453299,566.077177,196.040000,545.230000,463.658273,580.505523,365.451900,607.042406,324.930000,523.960000,225.016575,453.518490
398.010000,523.840000,160.230000,569.980000,195.960000,548.900000,459.817222,585.716869,365.022892,609.924971,324.920000,526.130000,224.608084,454.468581
397.940000,526.120000,160.060000,574.030000,196.000000,552.950000,460.457398,590.431896,364.593884,612.585800,325.100000,528.130000,224.608084,457.002158
397.930000,528.210000,160.010000,578.000000,195.900000,556.850000,457.576610,595.643241,361.135240,616.175641,325.080000,530.170000,224.608084,458.268947
398.030000,530.220000,160.070000,581.840000,196.010000,560.950000,453.735559,601.599065,360.532629,618.862020,324.970000,532.040000,225.016575,458.902341
397.970000,532.080000,160.090000,585.990000,196.020000,564.920000,450.214596,606.065932,359.478058,620.964404,325.010000,534.030000,225.016575,460.802524
397.930000,534.420000,160.090000,590.100000,195.900000,568.920000,448.374782,609.079819,358.272834,622.482792,324.930000,536.540000,225.016575,461.119221
398.100000,536.750000,160.110000,594.050000,196.010000,573.010000,447.475551,611.694172,355.259775,626.103563,325.070000,539.080000,225.425066,465.236283
397.940000,539.300000,160.180000,598.100000,196.020000,576.860000,443.653820,615.005686,353.753246,631.125924,325.040000,541.190000,225.425066,465.552980
398.040000,541.830000,160.170000,602.020000,196.020000,581.010000,440.731319,619.362942,352.246716,633.461906,325.130000,543.150000,225.425066,466.819769
397.940000,544.340000,160.220000,605.980000,196.050000,584.940000,436.459973,623.197327,352.548022,636.849079,325.060000,545.150000,225.016575,471.253529
398.070000,546.860000,160.280000,610.040000,196.000000,588.950000,435.785549,627.903162,346.823210,640.236252,325.040000,547.080000,224.608084,473.153711
397.850000,549.190000,160.230000,614.060000,196.010000,592.940000,431.963818,630.517516,346.220598,643.740225,325.020000,549.390000,222.974121,478.220865
398.090000,551.910000,160.450000,617.950000,196.130000,596.950000,428.591702,634.700481,345.617986,646.426604,325.020000,551.180000,222.974121,480.437745
398.020000,554.900000,160.790000,621.880000,196.160000,600.940000,425.219586,638.186285,343.810151,651.098567,324.980000,553.310000,222.974121,481.704534
398.050000,557.790000,161.240000,625.990000,196.090000,604.950000,423.609246,641.961636,343.810151,654.368941,325.000000,555.130000,222.974121,486.454991
398.020000,560.940000,161.640000,629.860000,196.230000,608.990000,420.942666,644.899466,342.890000,657.780000,325.070000,557.720000,222.974121,487.088385
397.990000,563.970000,162.250000,633.940000,196.060000,612.910000,417.574353,647.075636,341.850000,661.770000,325.060000,560.190000,222.565630,489.621962
398.060000,566.890000,162.600000,638.010000,196.180000,616.950000,413.644655,651.101552,340.890000,665.890000,324.730000,562.740000,222.484437,492.620989
397.990000,569.890000,165.269570,639.636695,204.852135,623.166001,410.416689,653.930573,339.940000,669.820000,324.870000,565.210000,221.516162,495.123287
398.010000,572.910000,167.196078,643.744079,190.441958,631.350144,407.329069,657.194829,339.010000,673.890000,324.890000,567.720000,222.161678,501.128803
398.010000,575.950000,170.085840,646.731268,190.490000,634.950000,403.539718,661.329553,337.890000,677.920000,324.730000,570.180000,220.870646,507.634778
398.090000,578.950000,172.012348,650.838652,190.270000,638.910000,402.276601,661.655978,336.980000,681.820000,325.010000,572.760000,220.870646,507.634778
397.970000,581.940000,172.012348,654.946037,190.250000,642.970000,401.013483,663.614532,335.980000,685.890000,325.010000,575.460000,221.516162,508.885927
398.060000,584.770000,171.530721,659.800218,190.280000,646.990000,399.750366,665.790702,335.599306,690.359695,325.040000,577.730000,221.516162,512.138915
398.040000,587.980000,170.567467,661.293812,190.270000,651.010000,396.812823,670.269512,334.910000,694.140000,324.970000,580.410000,221.516162,516.392822
397.980000,590.940000,171.420000,664.530000,190.330000,654.910000,394.470000,673.820000,333.950000,697.960000,324.930000,582.960000,221.516162,519.395580
398.000000,593.960000,171.930000,668.490000,190.310000,659.080000,392.050000,677.170000,332.970000,701.790000,324.980000,585.890000,220.870646,522.148108
398.060000,596.890000,172.550000,671.940000,190.330000,663.030000,389.930000,680.860000,331.950000,705.890000,324.860000,589.020000,220.547887,526.902475
398.030000,599.850000,173.750000,675.330000,190.130000,666.940000,388.080000,684.230000,331.000000,709.910000,324.970000,591.320000,218.611338,529.154543
398.000000,602.980000,174.820000,678.820000,190.430000,671.010000,386.310000,687.660000,329.890000,713.930000,325.070000,594.280000,221.516162,536.661438
397.990000,605.960000,176.030000,682.250000,190.810000,674.820000,384.580000,691.370000,329.099135,716.905528,324.990000,596.790000,221.838920,538.663277
398.050000,608.960000,177.000000,685.980000,191.500000,679.070000,383.100000,695.010000,327.535137,719.734799,325.000000,600.010000,221.516162,541.415805
398.020000,611.910000,177.850000,689.930000,192.240000,682.990000,381.790000,698.800000,324.636694,724.438556,325.020000,602.760000,222.161678,543.667873
398.701105,609.392028,178.830000,693.930000,192.730000,686.940000,380.240000,702.950000,324.520843,726.863646,325.020000,605.970000,222.807195,544.418563
399.591906,613.190468,179.900000,697.720000,193.380000,690.860000,378.720000,706.910000,322.551364,729.648009,325.040000,608.950000,223.452711,546.920861
407.163717,620.787349,180.990000,702.040000,205.743053,689.869354,377.090000,711.060000,321.045292,734.318552,325.060000,612.040000,223.775469,549.673389
412.953926,629.074856,181.880000,706.050000,NaN,NaN,375.580000,715.000000,319.150000,738.150000,325.020000,614.840000,223.452711,555.678905
419.189535,634.945173,182.920000,709.770000,209.273539,698.628188,374.380000,719.030000,317.270000,741.970000,324.950000,618.190000,223.452711,558.181203
417.407932,635.290485,183.680000,713.890000,208.280000,703.750000,372.580000,723.040000,315.190000,746.230000,325.000000,620.840000,224.098228,559.682582
419.634936,638.398300,184.670000,718.050000,207.830000,708.660000,371.180000,727.080000,313.280000,749.980000,324.770000,624.060000,224.743744,562.184880
422.307340,642.196741,185.830000,721.750000,207.740000,713.430000,370.130000,731.120000,313.079468,753.416843,325.030000,626.900000,224.743744,564.186719
425.870545,645.304556,186.890000,725.920000,208.170000,717.380000,368.720000,735.030000,314.452525,755.120061,324.880000,630.630000,224.104775,569.508673
432.106154,650.138934,187.760000,729.840000,208.220000,721.420000,367.560000,739.320000,313.628691,762.571641,325.040000,633.910000,225.011509,573.257887
439.232565,655.318626,188.960000,733.780000,208.290000,725.000000,366.450000,743.790000,311.981022,768.320003,324.970000,637.180000,225.615998,577.475752
448.585978,659.117066,189.700000,737.910000,208.270000,728.930000,364.800000,748.560000,314.177913,770.661928,325.080000,640.090000,225.011509,579.584685
454.376187,663.606132,190.900000,741.610000,208.530000,732.950000,363.740000,753.390000,314.620000,774.170000,324.950000,643.460000,224.709265,581.693618
460.166395,668.095198,191.700000,745.750000,209.380000,736.890000,362.640000,757.800000,314.720000,777.840000,324.970000,646.020000,224.709265,584.739855
460.611796,669.821762,192.800000,749.720000,209.660000,740.820000,362.070000,762.270000,314.900000,781.180000,325.040000,649.410000,224.709265,585.677158
461.502597,671.203013,193.550000,753.750000,210.280000,744.960000,360.820000,766.850000,314.620000,784.880000,324.990000,652.280000,224.709265,589.192046
465.065803,677.763956,194.470000,757.850000,210.630000,748.710000,359.990000,771.330000,314.191305,790.193408,324.950000,655.710000,225.011509,595.753171
466.402005,682.598334,194.610000,761.510000,211.210000,752.800000,359.000000,775.750000,312.091712,794.604179,324.860000,658.870000,224.104775,598.096429
467.738207,684.324898,195.300000,765.510000,218.622831,750.386893,357.630000,780.080000,310.290000,799.050000,324.970000,662.090000,223.802531,605.126205
468.629008,687.087400,195.780000,769.230000,215.217263,758.547784,356.740000,784.170000,308.110000,803.660000,324.990000,665.050000,224.727848,608.029538
471.301412,689.849902,196.100000,772.950000,214.907666,761.908151,355.870000,788.260000,308.038907,806.575262,324.950000,668.080000,223.878744,610.443298
472.192213,689.849902,196.240000,776.690000,217.384443,768.628885,355.000000,792.160000,307.557280,809.189052,324.940000,671.060000,223.878744,614.393087
476.646220,691.576466,196.240000,780.340000,217.640000,772.380000,353.730000,796.220000,306.754568,812.674105,325.010000,674.240000,225.293918,615.709683
479.318624,694.338968,196.210000,783.770000,218.030000,776.220000,353.060000,800.260000,304.346433,815.412362,324.980000,677.030000,224.444814,620.098338
483.327230,696.065532,196.380000,787.330000,218.010000,779.850000,352.345032,810.461856,303.864806,819.395280,325.000000,680.050000,224.444814,621.195502
482.881829,697.792096,196.450000,790.770000,218.030000,783.960000,351.238435,817.325283,304.506976,822.631401,324.940000,683.090000,226.426056,625.584156
484.218031,700.209285,196.530000,794.080000,218.050000,787.780000,350.120000,821.380000,303.062094,825.743055,324.980000,686.100000,224.727848,630.411676
484.663432,701.935849,197.120000,797.370000,218.010000,791.730000,348.920000,825.460000,303.621149,831.696729,324.960000,689.200000,225.293918,632.825437
490.453640,705.734290,197.330000,800.540000,218.030000,795.850000,347.980000,829.420000,303.621149,836.269709,324.910000,691.830000,225.293918,633.483735
493.571445,704.698351,197.240000,804.320000,217.990000,799.730000,347.030000,833.390000,302.955196,839.146261,324.960000,695.080000,225.293918,635.897495
494.462246,704.698351,197.140000,807.650000,217.960000,803.980000,346.160000,837.150000,302.860060,842.834148,324.890000,698.800000,225.293918,638.311255
497.580051,708.496792,196.910000,811.440000,218.000000,807.670000,345.030000,841.350000,301.337880,845.120638,324.950000,702.150000,225.859987,640.066717
497.580051,708.496792,197.080000,814.330000,218.040000,811.300000,344.180000,845.170000,300.862199,849.619860,324.850000,705.870000,226.143022,644.674804
500.252455,709.532730,197.290000,817.180000,218.080000,814.660000,343.130000,849.150000,300.671927,854.782902,324.970000,709.110000,226.143022,645.113670
501.143256,711.949919,197.110000,820.170000,218.050000,818.410000,342.180000,853.150000,298.908546,858.325094,324.940000,712.280000,226.143022,646.430266
502.034057,711.949919,197.100000,823.150000,217.990000,821.700000,341.020000,857.240000,298.808320,860.112278,324.930000,715.070000,226.992126,652.793815
504.706461,715.057734,197.020000,826.380000,217.990000,825.360000,340.210000,861.110000,297.605610,864.774495,324.890000,718.320000,227.841230,654.768710
504.706461,718.510862,197.010000,829.190000,218.020000,828.760000,339.180000,865.270000,297.505385,869.203602,324.940000,721.120000,229.192509,658.426889
503.370259,721.963990,196.640000,832.330000,217.900000,832.280000,338.130000,869.020000,298.077465,872.355465,324.830000,724.110000,228.297980,662.356812
504.261060,723.345241,196.830000,835.070000,217.920000,835.730000,337.110000,873.180000,298.315038,874.504306,324.850000,727.100000,228.297980,662.819156
503.815660,726.798368,196.990000,838.070000,217.930000,839.300000,336.130000,877.280000,298.473419,877.635475,324.890000,730.120000,227.999804,666.749078
504.261060,730.251496,197.010000,841.170000,217.880000,842.820000,335.340000,881.170000,299.349258,882.273903,324.890000,733.140000,227.999804,667.211422
504.261060,730.251496,196.970000,844.050000,218.010000,846.330000,334.720000,885.000000,298.485062,884.188186,324.940000,736.130000,227.999804,670.910173
506.933464,733.013998,196.980000,846.990000,217.910000,849.700000,334.220000,889.280000,297.373952,886.772467,324.930000,739.010000,227.999804,671.141345
507.378865,734.049937,197.000000,850.120000,218.190000,853.340000,333.830000,893.030000,296.490000,890.310000,323.990000,742.550000,227.701627,676.458300
510.942070,739.574941,197.070000,852.970000,217.970000,856.710000,331.835963,903.520707,295.980000,893.620000,323.920000,746.010000,227.701627,678.770019
510.942070,740.610879,196.910000,856.050000,218.080000,860.110000,331.240000,908.430000,295.430000,897.400000,323.740000,748.990000,227.999804,683.855802
510.496670,743.028068,196.940000,859.040000,218.010000,863.780000,330.140000,913.260000,294.970000,900.670000,323.710000,752.270000,227.105274,685.705177
510.496670,748.553073,196.820000,862.130000,218.000000,867.240000,329.220000,917.540000,294.390000,904.430000,323.720000,755.200000,227.105274,690.097444
510.496670,749.589011,196.900000,865.090000,218.030000,870.870000,328.280000,922.180000,294.040000,907.630000,323.750000,758.150000,227.403451,691.946819
514.059875,747.517134,196.850000,867.990000,218.070000,874.250000,327.270000,926.660000,297.497409,911.562428,323.930000,761.160000,225.912569,695.876742
514.059875,747.517134,196.930000,871.050000,218.070000,877.780000,326.310000,931.440000,297.898555,916.323062,323.950000,764.080000,225.912569,696.801430
517.177680,752.696826,196.870000,873.890000,218.070000,881.180000,330.350667,936.045924,298.412377,917.836826,323.930000,767.140000,225.018039,701.656040
517.177680,755.459328,196.950000,877.110000,217.980000,884.910000,330.450000,940.610000,297.590262,920.784683,323.920000,770.130000,225.614392,706.510651
517.177680,755.804641,196.820000,880.020000,218.060000,888.850000,330.660000,945.190000,297.693026,924.210572,323.780000,773.290000,225.496064,710.942658
517.177680,755.804641,196.890000,882.960000,218.030000,892.820000,331.070000,949.490000,298.206848,927.317772,323.770000,776.080000,225.496064,713.682473
518.513881,756.840579,196.750000,886.030000,218.030000,896.910000,331.110000,953.290000,298.001319,931.460707,323.780000,779.130000,224.789276,715.326362
519.404683,759.603081,196.720000,888.970000,218.000000,900.830000,331.040000,957.130000,300.775960,936.161344,323.770000,782.660000,222.197718,719.344759
519.404683,762.365583,196.880000,891.980000,218.020000,904.570000,331.090000,961.200000,301.700840,939.427889,323.870000,785.960000,222.197718,720.623339
519.404683,762.365583,196.810000,894.990000,218.050000,908.310000,331.040000,964.970000,301.830991,943.957474,323.780000,789.790000,220.784140,723.728463
519.404683,764.437460,196.850000,897.960000,218.020000,911.600000,331.070000,969.020000,301.574370,946.444411,323.490000,793.830000,221.726525,726.468279
523.858689,770.307777,196.720000,900.990000,217.990000,915.020000,331.110000,972.970000,299.264778,954.999471,322.920000,797.860000,222.433314,734.139762
524.098620,770.268367,196.920000,901.400000,232.245104,914.109541,332.128278,975.274456,299.008156,954.303129,NaN,NaN,216.333534,739.467196
